PokemonsName	TrainersName	CurrentLevel	primaryType	secondaryType
Kingler	Sailor	50	2	NULL
Slowbro	Sailor	50	2	14
Primeape	Sailor	50	13	NULL
Golduck	Sailor	50	2	NULL
Whismur	Sailor Bost	6	1	NULL
Marill	Sailor Bost	6	2	16
Aron	Sailor Golos	34	11	4
Corsola	Sailor Golos	34	2	4
Pupitar	Sailor Golos	37	4	6
Shuckle	Sailor Gratin	13	8	4
Wynaut	Sailor Gratin	14	14	NULL
Raichu	Sailor Grestly	27	9	NULL
Wobbuffet	Sailor Hols	63	14	NULL
Swalot	Sailor Hols	63	7	NULL
Grimer	Sailor Hols	63	7	NULL
Exploud	Sailor Hols	63	1	NULL
Dusclops	Sailor Jebol	50	15	NULL
Salamence	Sailor Jebol	50	10	18
Dragonite	Sailor Jebol	50	10	18
Flygon	Sailor Jebol	50	6	10
Aerodactyl	Sailor Jebol	50	4	18
Zapdos	Sailor Jebol	50	9	18
Sealeo	Sailor Knook	43	17	2
Quilava	Sailor Knook	43	5	NULL
Machoke	Sailor Knook	43	13	NULL
Spheal	Sailor Mifis	20	17	2
Jigglypuff	Sailor Mifis	20	1	16
Marill	Sailor Mifis	20	2	16
Cyndaquil	Sailor Monar	20	5	NULL
Totodile	Sailor Monar	20	2	NULL
Chikorita	Sailor Monar	20	3	NULL
Articuno	Sailor Morkor	100	17	18
Swampert	Sailor Morkor	100	2	6
Dustox	Sailor Ordes	62	8	7
Ledian	Sailor Ordes	63	8	18
Kecleon	Sailor Ordes	62	1	NULL
Charizard	Sailor Oxlin	50	5	18
Kingdra	Sailor Oxlin	50	2	10
Stantler	Sailor Tebu	20	1	NULL
Snubbull	Sailor Tebu	20	16	NULL
Hitmontop	Sailor Tebu	20	13	NULL
Pachirisu	Schoolboy Arno	34	9	NULL
Pansage	Schoolboy Brighton	3	3	NULL
Pansear	Schoolboy Brighton	3	5	NULL
Panpour	Schoolboy Brighton	3	2	NULL
Dedenne	Schoolboy Finnian	34	9	16
Spiritomb	Schoolboy Macon	56	15	12
Pidgey	Schoolboy Rabbie	7	1	18
Metapod	Schoolboy Rabbie	5	8	NULL
Stunfisk	Schoolboy Sherlock	34	6	9
Bidoof	Schoolgirl Bridget	6	1	NULL
Rapidash	Schoolgirl Callie	53	5	NULL
Leavanny	Schoolgirl Callie	53	8	3
Kingler	Schoolgirl Callie	53	2	NULL
Bunnelby	Schoolgirl Mackenzie	8	1	NULL
Tangela	Schoolboy Alan	16	3	NULL
Tangela	Schoolboy Alan	17	3	NULL
Yanma	Schoolboy Alan	17	8	18
Natu	Schoolboy Alan	20	14	18
Tangela	Schoolboy Alan	22	3	NULL
Quagsire	Schoolboy Alan	20	2	6
Yanma	Schoolboy Alan	25	8	18
Natu	Schoolboy Alan	27	14	18
Tangela	Schoolboy Alan	27	3	NULL
Quagsire	Schoolboy Alan	30	2	6
Yanma	Schoolboy Alan	30	8	18
Xatu	Schoolboy Alan	35	14	18
Tangela	Schoolboy Alan	32	3	NULL
Quagsire	Schoolboy Alan	35	2	6
Yanma	Schoolboy Alan	32	8	18
Paras	Schoolboy Billy	27	8	3
Paras	Schoolboy Billy	27	8	3
Poliwhirl	Schoolboy Billy	27	2	NULL
Ditto	Schoolboy Billy	35	1	NULL
Magnemite	Schoolboy Chad	19	9	11
Magneton	Schoolboy Chad	31	9	11
Magneton	Schoolboy Chad	34	9	11
Magneton	Schoolboy Chad	38	9	11
Jynx	Schoolboy Danny	31	17	14
Electabuzz	Schoolboy Danny	31	9	NULL
Magmar	Schoolboy Danny	31	5	NULL
Oddish	Schoolboy Dudley	35	3	7
Oddish	Schoolboy Jack	12	3	7
Voltorb	Schoolboy Jack	15	9	NULL
Oddish	Schoolboy Jack	14	3	7
Voltorb	Schoolboy Jack	17	9	NULL
Gloom	Schoolboy Jack	28	3	7
Electrode	Schoolboy Jack	31	9	NULL
Gloom	Schoolboy Jack	30	3	7
Growlithe	Schoolboy Jack	33	5	NULL
Electrode	Schoolboy Jack	33	9	NULL
Electrode	Schoolboy Jack	35	9	NULL
Growlithe	Schoolboy Jack	35	5	NULL
Vileplume	Schoolboy Jack	37	3	7
Tangela	Schoolboy Joe	33	3	NULL
Vaporeon	Schoolboy Joe	33	2	NULL
Bellsprout	Schoolboy Johnny	29	3	7
Weepinbell	Schoolboy Johnny	31	3	7
Victreebel	Schoolboy Johnny	33	3	7
Voltorb	Schoolboy Kipp	27	9	NULL
Voltorb	Schoolboy Kipp	31	9	NULL
Magneton	Schoolboy Kipp	31	9	11
Magnemite	Schoolboy Kipp	27	9	11
Ledian	Schoolboy Nate*	32	8	18
Exeggutor	Schoolboy Nate*	32	3	14
Aipom	Schoolboy Ricky*	32	1	NULL
Ditto	Schoolboy Ricky*	32	1	NULL
Xatu	Schoolboy Tommy	32	14	18
Alakazam	Schoolboy Tommy	34	14	NULL
Shroomish	School Kid♀ Georgia	16	3	NULL
Beautifly	School Kid♀ Georgia	16	8	18
Ralts	School Kid♂ Jerry	10	14	16
Ralts	School Kid♂ Jerry	26	14	16
Meditite	School Kid♂ Jerry	26	13	14
Kirlia	School Kid♂ Jerry	29	14	16
Meditite	School Kid♂ Jerry	29	13	14
Kirlia	School Kid♂ Jerry	32	14	16
Medicham	School Kid♂ Jerry	32	13	14
Kirlia	School Kid♂ Jerry	34	14	16
Banette	School Kid♂ Jerry	34	15	NULL
Medicham	School Kid♂ Jerry	34	13	14
Shroomish	School Kid♀ Karen	9	3	NULL
Whismur	School Kid♀ Karen	9	1	NULL
Shroomish	School Kid♀ Karen	26	3	NULL
Whismur	School Kid♀ Karen	26	1	NULL
Shroomish	School Kid♀ Karen	29	3	NULL
Loudred	School Kid♀ Karen	29	1	NULL
Breloom	School Kid♀ Karen	32	3	13
Loudred	School Kid♀ Karen	32	1	NULL
Breloom	School Kid♀ Karen	35	3	13
Exploud	School Kid♀ Karen	35	1	NULL
Numel	School Kid♂ Paul	15	5	6
Oddish	School Kid♂ Paul	15	3	7
Wingull	School Kid♂ Paul	15	2	18
Ralts	School Kid♂ Ted	17	14	16
Shroomish	School Kid♀ Georgia	16	3	NULL
Beautifly	School Kid♀ Georgia	16	8	18
Ralts	School Kid♂ Jerry	9	14	16
Ralts	School Kid♂ Jerry	26	14	16
Meditite	School Kid♂ Jerry	26	13	14
Kirlia	School Kid♂ Jerry	29	14	16
Meditite	School Kid♂ Jerry	29	13	14
Kirlia	School Kid♂ Jerry	32	14	16
Medicham	School Kid♂ Jerry	32	13	14
Kirlia	School Kid♂ Jerry	34	14	16
Banette	School Kid♂ Jerry	34	15	NULL
Medicham	School Kid♂ Jerry	34	13	14
Shroomish	School Kid♀ Karen	9	3	NULL
Shroomish	School Kid♀ Karen	26	3	NULL
Whismur	School Kid♀ Karen	26	1	NULL
Shroomish	School Kid♀ Karen	29	3	NULL
Loudred	School Kid♀ Karen	29	1	NULL
Breloom	School Kid♀ Karen	32	3	13
Loudred	School Kid♀ Karen	32	1	NULL
Breloom	School Kid♀ Karen	35	3	13
Exploud	School Kid♀ Karen	35	1	NULL
Numel	School Kid♂ Paul	15	5	6
Oddish	School Kid♂ Paul	15	3	7
Wingull	School Kid♂ Paul	15	2	18
Ralts	School Kid♂ Ted	17	14	16
Haunter	School Kid♂ Chance	27	15	7
Abra	School Kid♀ Christine	6	14	NULL
Wooper	School Kid♂ Esteban*	23	2	6
Abra	School Kid♂ Harrison	6	14	NULL
Drifloon	School Kid♀ Mackenzie	28	15	18
Drifloon	School Kid♀ Mackenzie	28	15	18
Pachirisu	School Kid♀ Tiera	44	9	NULL
Gastly	School Kid♂ Chance	23	15	7
Bidoof	School Kid♀ Christine	6	1	NULL
Quagsire	School Kid♂ Esteban*	26	2	6
Magneton	School Kid♂ Forrest	47	9	11
Starly	School Kid♂ Harrison	6	1	18
Drifloon	School Kid♀ Mackenzie	21	15	18
Drifloon	School Kid♀ Mackenzie	21	15	18
Pachirisu	School Kid♀ Tiera	47	9	NULL
Tangela	School Kid Alan	17	3	NULL
Tangela	School Kid Alan	32	3	NULL
Yanma	School Kid Alan	30	8	18
Xatu	School Kid Alan	32	14	18
Quagsire	School Kid Alan	32	2	6
Tangrowth	School Kid Alan	36	3	NULL
Yanmega	School Kid Alan	34	8	18
Xatu	School Kid Alan	47	14	18
Quagsire	School Kid Alan	47	2	6
Tangrowth	School Kid Alan	54	3	NULL
Yanmega	School Kid Alan	54	8	18
Parasect	School Kid Billy	39	8	3
Poliwhirl	School Kid Billy	37	2	NULL
Ditto	School Kid Billy	35	1	NULL
Parasect	School Kid Billy	42	8	3
Poliwhirl	School Kid Billy	43	2	NULL
Ditto	School Kid Billy	40	1	NULL
Parasect	School Kid Billy	46	8	3
Poliwhirl	School Kid Billy	47	2	NULL
Ditto	School Kid Billy	46	1	NULL
Parasect	School Kid Billy	55	8	3
Poliwrath	School Kid Billy	53	2	13
Ditto	School Kid Billy	51	1	NULL
Magnemite	School Kid Chad	30	9	11
Magneton	School Kid Chad	38	9	11
Magneton	School Kid Chad	56	9	11
Zigzagoon	School Kid Connor	42	1	NULL
Jynx	School Kid Danny	43	17	14
Electabuzz	School Kid Danny	43	9	NULL
Magmar	School Kid Danny	43	5	NULL
Oddish	School Kid Dudley	45	3	7
Oddish	School Kid Jack	12	3	7
Voltorb	School Kid Jack	14	9	NULL
Gloom	School Kid Jack	29	3	7
Voltorb	School Kid Jack	17	9	NULL
Vileplume	School Kid Jack	38	3	7
Electrode	School Kid Jack	31	9	NULL
Electrode	School Kid Jack	43	9	NULL
Vileplume	School Kid Jack	52	3	7
Arcanine	School Kid Jack	52	5	NULL
Tangela	School Kid Joe	44	3	NULL
Vaporeon	School Kid Joe	42	2	NULL
Bellsprout	School Kid Johnny	39	3	7
Weepinbell	School Kid Johnny	40	3	7
Victreebel	School Kid Johnny	42	3	7
Voltorb	School Kid Kipp	36	9	NULL
Voltorb	School Kid Kipp	40	9	NULL
Magneton	School Kid Kipp	40	9	11
Magnemite	School Kid Kipp	36	9	11
Ledian	School Kid Nate*	40	8	18
Exeggutor	School Kid Nate*	40	3	14
Aipom	School Kid Ricky*	40	1	NULL
Ditto	School Kid Ricky*	40	1	NULL
Furret	School Kid Sherman	43	1	NULL
Pidgeot	School Kid Sherman	43	1	18
Xatu	School Kid Tommy	41	14	18
Alakazam	School Kid Tommy	43	14	NULL
Sandslash	School Kid Torin	41	6	NULL
Golbat	School Kid Torin	39	7	18
Sandslash	School Kid Torin	46	6	NULL
Golbat	School Kid Torin	45	7	18
Vulpix	School Kid Torin	41	5	NULL
Sandslash	School Kid Torin	48	6	NULL
Golbat	School Kid Torin	51	7	18
Vulpix	School Kid Torin	48	5	NULL
Sandslash	School Kid Torin	52	6	NULL
Golbat	School Kid Torin	53	7	18
Vulpix	School Kid Torin	52	5	NULL
Budew	School Kid Travis	42	3	7
Blitzle	School Kid♂ Al	13	9	NULL
Seadra	School Kid♂ Alan	63	2	NULL
Pupitar	School Kid♂ Alan	63	4	6
Dragonair	School Kid♂ Alan	63	10	NULL
Paras	School Kid♀ Ann	64	8	3
Patrat	School Kid♂ Carter	17	1	NULL
Pidove	School Kid♂ Edgar	12	1	18
Roggenrola	School Kid♂ Edgar	12	4	NULL
Patrat	School Kid♀ Gina	12	1	NULL
Purrloin	School Kid♀ Gina	12	12	NULL
Weedle	School Kid♂ Jem	63	8	7
Kakuna	School Kid♂ Jem	63	8	7
Beedrill	School Kid♂ Jem	63	8	7
Lillipup	School Kid♀ Lydia	15	1	NULL
Lillipup	School Kid♀ Lydia	15	1	NULL
Lillipup	School Kid♀ Lydia	15	1	NULL
Woobat	School Kid♀ Marsha	13	14	18
Pidove	School Kid♀ Millie	16	1	18
Purrloin	School Kid♀ Millie	16	12	NULL
Dunsparce	School Kid♀ Sally	63	1	NULL
Luvdisc	School Kid♀ Sally	63	2	NULL
Delibird	School Kid♀ Sally	63	17	18
Munna	School Kid♂ Sammy	17	14	NULL
Zubat	School Kid♀ Serena	60	7	18
Doduo	School Kid♀ Serena	60	1	18
Slugma	School Kid♀ Serena	60	5	NULL
Poochyena	School Kid♀ Serena	60	12	NULL
Electrike	School Kid♀ Serena	60	9	NULL
Nosepass	School Kid♀ Serena	60	4	NULL
Rhyperior	School Kid♂ ShaneB	45	6	4
Scrafty	School Kid♂ ShayneW	65	12	13
Cofagrigus	School Kid♂ ShayneW	65	15	NULL
Reuniclus	School Kid♂ ShayneW	65	14	NULL
Beautifly	School Kid♀ SilviaB	44	8	18
Dustox	School Kid♀ SilviaB	44	8	7
Seadra	School Kid♂ Alan	60	2	NULL
Shelgon	School Kid♂ Alan	60	10	NULL
Dragonair	School Kid♂ Alan	60	10	NULL
Litwick	School Kid♀ Alberta	35	15	5
Foongus	School Kid♂ Alvin	27	3	7
Karrablast	School Kid♂ Alvin	27	8	NULL
Pansear	School Kid♀ Cassie*	9	5	NULL
Panpour	School Kid♀ Cassie*	9	2	NULL
Pansage	School Kid♀ Cassie*	9	3	NULL
Natu	School Kid♂ Edgar*	61	14	18
Xatu	School Kid♂ Edgar*	61	14	18
Fearow	School Kid♂ Edgar*	61	1	18
Venonat	School Kid♂ Keston	60	8	7
Yanma	School Kid♂ Keston	60	8	18
Venomoth	School Kid♂ Keston	60	8	7
Deerling	School Kid♀ Mara	27	1	3
Shelmet	School Kid♀ Mara	27	8	NULL
Skiploom	School Kid♀ Marsha*	61	3	18
Jumpluff	School Kid♀ Marsha*	61	3	18
Bellossom	School Kid♀ Marsha*	61	3	NULL
Oddish	School Kid♀ Millie	60	3	7
Tangela	School Kid♀ Millie	60	3	NULL
Bellossom	School Kid♀ Millie	60	3	NULL
Eevee	School Kid♂ Neil	17	1	NULL
Herdier	School Kid♂ Neil	17	1	NULL
Igglybuff	School Kid♀ Rita	63	1	16
Lickilicky	School Kid♀ Rita	63	1	NULL
Luvdisc	School Kid♀ Sally	60	2	NULL
Lickitung	School Kid♀ Sally	60	1	NULL
Panpour	School Kid♂ Seymour*	9	2	NULL
Pansage	School Kid♂ Seymour*	9	3	NULL
Pansear	School Kid♂ Seymour*	9	5	NULL
Shroomish	School Kid♂ William	63	3	NULL
Tangrowth	School Kid♂ William	63	3	NULL
Geodude	Schoolkid♀ Georgia	10	4	6
Shroomish	Schoolkid♀ Georgie	16	3	NULL
Beautifly	Schoolkid♀ Georgie	16	8	18
Ralts	Schoolkid♂ Jerry	10	14	16
Ralts	Schoolkid♂ Jerry	14	14	16
Kirlia	Schoolkid♂ Jerry	26	14	16
Kirlia	Schoolkid♂ Jerry	32	14	16
Meditite	Schoolkid♂ Jerry	30	13	14
Gardevoir	Schoolkid♂ Jerry	48	14	16
Medicham	Schoolkid♂ Jerry	47	13	14
Bisharp	Schoolkid♂ Jerry	46	12	11
Shroomish	Schoolkid♀ Karen	8	3	NULL
Whismur	Schoolkid♀ Karen	8	1	NULL
Shroomish	Schoolkid♀ Karen	12	3	NULL
Whismur	Schoolkid♀ Karen	12	1	NULL
Breloom	Schoolkid♀ Karen	24	3	13
Loudred	Schoolkid♀ Karen	24	1	NULL
Breloom	Schoolkid♀ Karen	31	3	13
Loudred	Schoolkid♀ Karen	31	1	NULL
Breloom	Schoolkid♀ Karen	47	3	13
Dewgong	Schoolkid♀ Karen	47	2	17
Loudred	Schoolkid♀ Karen	47	1	NULL
Goldeen	Schoolkid♀ Meena	17	2	NULL
Oddish	Schoolkid♀ Nitzel	17	3	7
Ralts	Schoolkid♂ Ted	19	14	16
Umbreon	Schoolboy Carson	50	12	NULL
Steelix	Schoolboy Carson	50	11	6
Donphan	Schoolboy Carson	50	6	NULL
Sneasel	Schoolboy Carson	50	12	17
Scizor	Schoolboy Carson	50	8	11
Golem	Schoolboy Carson	50	4	6
Mareep	Schoolboy Clark	5	9	NULL
Ekans	Schoolboy Clark	5	7	NULL
Natu	Schoolboy Clark	5	14	18
Growlithe	Schoolboy Clark	5	5	NULL
Smoochum	Schoolboy Clark	5	17	14
Larvitar	Schoolboy Clark	5	4	6
Pichu	Schoolboy Clark	5	9	NULL
Chikorita	Schoolboy Clark	5	3	NULL
Cleffa	Schoolboy Clark	5	16	NULL
Marill	Schoolboy Clark	5	2	16
Vulpix	Schoolboy Clark	5	5	NULL
Sentret	Schoolboy Clark	5	1	NULL
Chansey	Schoolboy Nolan	50	1	NULL
Ledyba	Schoolboy Nolan	50	8	18
Elekid	Schoolboy Nolan	50	9	NULL
Clefairy	Schoolboy Nolan	50	16	NULL
Ledian	Schoolboy Nolan	50	8	18
Blissey	Schoolboy Nolan	50	1	NULL
Mawile	Sci-Fi Maniac  Todd	50	11	16
Yanma	Sci-Fi Maniac  Todd	50	8	18
Lairon	Sci-Fi Maniac  Todd	50	11	4
Mothim	Sci-Fi Maniac  Todd	50	8	18
Delcatty	Sci-Fi Maniac  Todd	50	1	NULL
Magnemite	Scientist	28	9	11
Voltorb	Scientist	28	9	NULL
Magneton	Scientist	28	9	11
Grimer	Scientist	26	7	NULL
Weezing	Scientist	26	7	NULL
Koffing	Scientist	26	7	NULL
Weezing	Scientist	26	7	NULL
Electrode	Scientist	29	9	NULL
Weezing	Scientist	29	7	NULL
Electrode	Scientist	33	9	NULL
Magneton	Scientist	26	9	11
Magnemite	Scientist	26	9	11
Koffing	Scientist	26	7	NULL
Weezing	Scientist	26	7	NULL
Voltorb	Scientist	25	9	NULL
Koffing	Scientist	25	7	NULL
Magneton	Scientist	25	9	11
Magnemite	Scientist	25	9	11
Koffing	Scientist	25	7	NULL
Electrode	Scientist	29	9	NULL
Muk	Scientist	29	7	NULL
Grimer	Scientist	29	7	NULL
Electrode	Scientist	29	9	NULL
Voltorb	Scientist	28	9	NULL
Magneton	Scientist	28	9	11
Koffing	Scientist	28	7	NULL
Magnemite	Scientist	29	9	11
Koffing	Scientist	29	7	NULL
Electrode	Scientist	29	9	NULL
Weezing	Scientist	29	7	NULL
Magnemite	Scientist	33	9	11
Magneton	Scientist	33	9	11
Voltorb	Scientist	33	9	NULL
Magnemite	Scientist	34	9	11
Electrode	Scientist	34	9	NULL
Magnemite	Scientist Jed	20	9	11
Magnemite	Scientist Jed	20	9	11
Magnemite	Scientist Jed	20	9	11
Magnemite	Scientist Marc	27	9	11
Magnemite	Scientist Marc	27	9	11
Magnemite	Scientist Marc	27	9	11
Ditto	Scientist Mitch	24	1	NULL
Porygon	Scientist Rich	30	1	NULL
Koffing	Scientist Ross	22	7	NULL
Koffing	Scientist Ross	22	7	NULL
Magneton	Scientist Beau	26	9	11
Magnemite	Scientist Beau	26	9	11
Koffing	Scientist Beau	26	7	NULL
Weezing	Scientist Beau	26	7	NULL
Magnemite	Scientist Braydon	33	9	11
Magneton	Scientist Braydon	33	9	11
Voltorb	Scientist Braydon	33	9	NULL
Grimer	Scientist Connor	26	7	NULL
Weezing	Scientist Connor	26	7	NULL
Koffing	Scientist Connor	26	7	NULL
Weezing	Scientist Connor	26	7	NULL
Voltorb	Scientist Ed	28	9	NULL
Magneton	Scientist Ed	28	9	11
Koffing	Scientist Ed	28	7	NULL
Voltorb	Scientist Gideon	46	9	NULL
Electrode	Scientist Gideon	46	9	NULL
Magnemite	Scientist Gideon	46	9	11
Magneton	Scientist Gideon	46	9	11
Porygon	Scientist Gideon	46	1	NULL
Magnemite	Scientist Ivan	34	9	11
Electrode	Scientist Ivan	34	9	NULL
Magnemite	Scientist Jerry	28	9	11
Voltorb	Scientist Jerry	28	9	NULL
Magneton	Scientist Jerry	28	9	11
Electrode	Scientist Jose	29	9	NULL
Weezing	Scientist Jose	29	7	NULL
Electrode	Scientist Joshua	29	9	NULL
Muk	Scientist Joshua	29	7	NULL
Grimer	Scientist Parker	29	7	NULL
Electrode	Scientist Parker	29	9	NULL
Electrode	Scientist Rodney	33	9	NULL
Voltorb	Scientist Taylor	25	9	NULL
Koffing	Scientist Taylor	25	7	NULL
Magneton	Scientist Taylor	25	9	11
Magnemite	Scientist Taylor	25	9	11
Koffing	Scientist Taylor	25	7	NULL
Electrode	Scientist Ted	29	9	NULL
Weezing	Scientist Ted	29	7	NULL
Magnemite	Scientist Travis	29	9	11
Koffing	Scientist Travis	29	7	NULL
Misdreavus	Scientist Zachary	100	15	NULL
Kadabra	Scientist Darrius	37	14	NULL
Kadabra	Scientist Emilio	23	14	NULL
Kadabra	Scientist Fredrick	35	14	NULL
Kadabra	Scientist Fredrick	35	14	NULL
Abra	Scientist Shaun	19	14	NULL
Kadabra	Scientist Shaun	19	14	NULL
Kadabra	Scientist Shaun	30	14	NULL
Kadabra	Scientist Shaun	28	14	NULL
Kadabra	Scientist Shaun	40	14	NULL
Kadabra	Scientist Shaun	36	14	NULL
Alakazam	Scientist Shaun	53	14	NULL
Alakazam	Scientist Shaun	53	14	NULL
Kadabra	Scientist Stefano	21	14	NULL
Kadabra	Scientist Travon	15	14	NULL
Porygon2	Scientist Darrius	42	1	NULL
Kadabra	Scientist Emilio	27	14	NULL
Kirlia	Scientist Fredrick	40	14	16
Kadabra	Scientist Fredrick	40	14	NULL
Magnemite	Scientist Shaun	30	9	11
Kadabra	Scientist Shaun	26	14	NULL
Magnemite	Scientist Shaun	36	9	11
Kadabra	Scientist Shaun	32	14	NULL
Magneton	Scientist Shaun	46	9	11
Kadabra	Scientist Shaun	42	14	NULL
Magneton	Scientist Shaun	55	9	11
Alakazam	Scientist Shaun	51	14	NULL
Kadabra	Scientist Stefano	30	14	NULL
Kadabra	Scientist Travon	20	14	NULL
Ninetales	Scientist Daniel	50	5	NULL
Magnemite	Scientist Garett	27	9	11
Magnemite	Scientist Garett	27	9	11
Magnemite	Scientist Garett	27	9	11
Magnemite	Scientist Gregg	20	9	11
Magnemite	Scientist Gregg	20	9	11
Magnemite	Scientist Gregg	20	9	11
Magmar	Scientist Linden	50	5	NULL
Arcanine	Scientist Lowell	50	5	NULL
Ditto	Scientist Mitch	24	1	NULL
Koffing	Scientist Ross	22	7	NULL
Koffing	Scientist Ross	22	7	NULL
Porygon	Scientist Trenton	30	1	NULL
Skorupi	Scientist♀ Blythe	64	7	8
Swalot	Scientist♀ Blythe	64	7	NULL
Poliwhirl	Scientist♀ Chan	63	2	NULL
Musharna	Scientist♀ Chan	63	14	NULL
Parasect	Scientist♀ Chan	63	8	3
Jigglypuff	Scientist♀ Kathrine	64	1	16
Musharna	Scientist♀ Kathrine	64	14	NULL
Magnezone	Scientist♀ MarieB	50	9	11
Klink	Scientist♂ Dudley	34	11	NULL
Klang	Scientist♂ Dudley	34	11	NULL
Musharna	Scientist♂ Luke	64	14	NULL
Stantler	Scientist♂ Luke	64	1	NULL
Deerling	Scientist♀ Maria	27	1	3
Drowzee	Scientist♂ Markus	63	14	NULL
Musharna	Scientist♂ Markus	63	14	NULL
Hypno	Scientist♂ Markus	63	14	NULL
Klink	Scientist♀ Naoko	29	11	NULL
Garbodor	Scientist♂ Nathan	35	7	NULL
Klink	Scientist♂ Orville	29	11	NULL
Roggenrola	Scientist♂ Randall	19	4	NULL
Deerling	Scientist♂ Ron	27	1	3
Klink	Scientist♂ Ronald	29	11	NULL
Munna	Scientist♀ Samantha	20	14	NULL
Herdier	Scientist♀ Satomi	17	1	NULL
Amoonguss	Scientist♀ Shannon	62	3	7
Ekans	Scientist♀ Shannon	62	7	NULL
Seviper	Scientist♀ Shannon	62	7	NULL
Grimer	Scientist♀ Shannon	62	7	NULL
Stunky	Scientist♂ Simon	64	7	12
Muk	Scientist♂ Simon	64	7	NULL
Sewaddle	Scientist♂ Steve	20	8	3
Deerling	Scientist♂ William	27	1	3
Skorupi	Scientist♀ Blythe	61	7	8
Swalot	Scientist♀ Blythe	61	7	NULL
Gastly	Scientist♀ Athena	63	15	7
Skuntank	Scientist♀ Athena	63	7	12
Klang	Scientist♂ Franklin	63	11	NULL
Porygon	Scientist♂ Franklin	63	1	NULL
Grimer	Scientist♀ Caroline	17	7	NULL
Magnemite	Scientist♂ Clarke	17	9	11
Deerling	Scientist♂ Jacques	28	1	3
Joltik	Scientist♀ Lumi	32	8	9
Golbat	Scientist♀ Lumi	32	7	18
Venipede	Scientist♀ Lumina	17	8	7
Koffing	Scientist♀ Lumina	17	7	NULL
Gulpin	Scientist♀ Marie	60	7	NULL
Garbodor	Scientist♀ Marie	60	7	NULL
Magnezone	Scientist♀ Marie	60	9	11
Shelmet	Scientist♀ Marissa	27	8	NULL
Karrablast	Scientist♀ Marissa	27	8	NULL
Magneton	Scientist♂ Ronald	30	9	11
Stunky	Scientist♂ Simon	61	7	12
Muk	Scientist♂ Simon	61	7	NULL
Grimer	Scientist♂ Terrance	18	7	NULL
Weezing	Scientist♂ Ernst	61	7	NULL
Heliolisk	Scientist♂ Ernst	59	9	1
Muk	Scientist♂ Justus	62	7	NULL
Elgyem	Scientist♀ Sonia	60	14	NULL
Klinklang	Scientist♀ Sonia	60	11	NULL
Muk	Scientist Ikaika	43	7	NULL
Magnezone	Scientist Ikaika	44	9	11
Porygon	Scientist Jayson	28	1	NULL
Magneton	Scientist Jayson	29	9	11
Ditto	Scientist Kyle	58	1	NULL
Porygon-Z	Scientist Kyle	59	1	NULL
Muk	Scientist Reid	33	7	NULL
Archen	Scientist Tyrone	20	4	18
Shieldon	Scientist Tyrone	20	4	11
Shellder	Lab Man	100	2	NULL
Vulpix	Lab Man	100	5	NULL
Tangela	Lab Man	100	3	NULL
Tentacool	Lab Man	100	2	7
Bellsprout	Lab Man	100	3	7
Dratini	Lab Man	100	10	NULL
Jigglypuff	Lab Man	100	1	16
Pikachu	Lab Man	100	9	NULL
Oddish	Lab Man	100	3	7
Tentacool	Lab Man	100	2	7
Meowth	Lab Man	100	1	NULL
Dratini	Lab Man	100	10	NULL
Staryu	Lab Man	100	2	NULL
Kadabra	Lab Man	100	14	NULL
Porygon	Lab Man	100	1	NULL
Chansey	Lab Man	100	1	NULL
Venusaur	Lab Man	100	3	7
Exeggcute	Lab Man	100	3	14
Dragonair	Lab Man	100	10	NULL
Tangela	Lab Man	100	3	NULL
Weepinbell	Lab Man	100	3	7
Ponyta	Lab Man	100	5	NULL
Shellder	Lab Man	100	2	NULL
Arbok	Lab Man	100	7	NULL
Chansey	Lab Man	100	1	NULL
Porygon	Lab Man	100	1	NULL
Alakazam	Lab Man	100	14	NULL
Starmie	Lab Man	100	2	14
Snorlax	Lab Man	100	1	NULL
Nidoking	Lab Man	100	7	6
Kadabra	Lab Man	100	14	NULL
Staryu	Lab Man	100	2	NULL
Slowpoke	Lab Man	100	2	14
Hypno	Lab Man	100	14	NULL
Wigglytuff	Lab Man	100	1	16
Exeggutor	Lab Man	100	3	14
Alakazam	Lab Man	100	14	NULL
Ditto	Lab Man	100	1	NULL
Gengar	Lab Man	100	15	7
Rapidash	Lab Man	100	5	NULL
Lapras	Lab Man	100	2	17
Raichu	Lab Man	100	9	NULL
Tentacruel	Lab Man	100	2	7
Ditto	Lab Man	100	1	NULL
Gengar	Lab Man	100	15	7
Rapidash	Lab Man	100	5	NULL
Kabutops	Lab Man	100	4	2
Electabuzz	Lab Man	100	9	NULL
Kabutops	Lab Man	50	4	2
Magneton	Lab Man	50	9	11
Fearow	Lab Man	50	1	18
Hitmonchan	Lab Man	50	13	NULL
Poliwrath	Lab Man	50	2	13
Lickitung	Lab Man	50	1	NULL
Kabutops	Lab Man	50	4	2
Magneton	Lab Man	50	9	11
Fearow	Lab Man	50	1	18
Hitmonchan	Lab Man	50	13	NULL
Poliwrath	Lab Man	50	2	13
Lickitung	Lab Man	50	1	NULL
Forretress	Scientist Craig	100	8	11
Persian	Scientist Craig	100	1	NULL
Electrode	Scientist Craig	100	9	NULL
Sneasel	Scientist Craig	100	12	17
Crobat	Scientist Craig	100	7	18
Ninetales	Scientist Craig	100	5	NULL
Starmie	Scientist Craig	100	2	14
Umbreon	Scientist Craig	100	12	NULL
